imageName,label
Hand_0000003.jpg,0
Hand_0000004.jpg,0
Hand_0000005.jpg,0
Hand_0000006.jpg,0
Hand_0000007.jpg,0
Hand_0000008.jpg,0
Hand_0000009.jpg,0
Hand_0000010.jpg,0
Hand_0000011.jpg,0
Hand_0000012.jpg,0
Hand_0000013.jpg,0
Hand_0000014.jpg,0
Hand_0000015.jpg,0
Hand_0000016.jpg,0
Hand_0000020.jpg,0
Hand_0000021.jpg,1
Hand_0000022.jpg,1
Hand_0000023.jpg,1
Hand_0000024.jpg,1
Hand_0000025.jpg,1
Hand_0000026.jpg,1
Hand_0000027.jpg,1
Hand_0000028.jpg,1
Hand_0000029.jpg,1
Hand_0000030.jpg,1
Hand_0000031.jpg,1
Hand_0000032.jpg,1
Hand_0000033.jpg,1
Hand_0000034.jpg,1
Hand_0000038.jpg,1
Hand_0000039.jpg,1
Hand_0000040.jpg,1
Hand_0000041.jpg,1
Hand_0000042.jpg,1
Hand_0000043.jpg,1
Hand_0000044.jpg,1
Hand_0000045.jpg,1
Hand_0000046.jpg,1
Hand_0000047.jpg,1
Hand_0000048.jpg,1
Hand_0000049.jpg,1
Hand_0000050.jpg,1
Hand_0000051.jpg,1
Hand_0000052.jpg,1
Hand_0000053.jpg,1
Hand_0000054.jpg,1
Hand_0000055.jpg,0
Hand_0000056.jpg,0
Hand_0000057.jpg,0
Hand_0000058.jpg,0
Hand_0000059.jpg,0
Hand_0000060.jpg,0
Hand_0000061.jpg,0
Hand_0000062.jpg,0
Hand_0000063.jpg,0
Hand_0000064.jpg,0
Hand_0000065.jpg,0
Hand_0000066.jpg,0
Hand_0000067.jpg,0
Hand_0000068.jpg,0
Hand_0000069.jpg,0
Hand_0000070.jpg,0
Hand_0000071.jpg,0
Hand_0000072.jpg,0
Hand_0000073.jpg,0
Hand_0000074.jpg,0
Hand_0000075.jpg,0
Hand_0000076.jpg,0
Hand_0000077.jpg,0
Hand_0000078.jpg,0
Hand_0000079.jpg,0
Hand_0000080.jpg,0
Hand_0000081.jpg,0
Hand_0000082.jpg,0
Hand_0000083.jpg,0
Hand_0000084.jpg,0
Hand_0000085.jpg,0
Hand_0000086.jpg,0
Hand_0000087.jpg,0
Hand_0000088.jpg,0
Hand_0000089.jpg,0
Hand_0000090.jpg,0
Hand_0000091.jpg,0
Hand_0000092.jpg,0
Hand_0000093.jpg,0
Hand_0000094.jpg,0
Hand_0000095.jpg,0
Hand_0000096.jpg,0
Hand_0000097.jpg,0
Hand_0000100.jpg,0
Hand_0000101.jpg,0
Hand_0000102.jpg,0
Hand_0000103.jpg,0
Hand_0000104.jpg,0
Hand_0000105.jpg,0
Hand_0000106.jpg,0
Hand_0000107.jpg,0
Hand_0000108.jpg,0
Hand_0000109.jpg,0
Hand_0000111.jpg,0
Hand_0000112.jpg,0
Hand_0000113.jpg,0
Hand_0000114.jpg,0
Hand_0000115.jpg,0
Hand_0000116.jpg,0
Hand_0000117.jpg,0
Hand_0000118.jpg,0
Hand_0000122.jpg,0
Hand_0000123.jpg,0
Hand_0000124.jpg,0
Hand_0000125.jpg,0
Hand_0000132.jpg,0
Hand_0000133.jpg,0
Hand_0000134.jpg,0
Hand_0000135.jpg,0
Hand_0000140.jpg,0
Hand_0000141.jpg,0
Hand_0000142.jpg,0
Hand_0000143.jpg,0
Hand_0000144.jpg,0
Hand_0000145.jpg,0
Hand_0000146.jpg,0
Hand_0000147.jpg,0
Hand_0000148.jpg,0
Hand_0000153.jpg,0
Hand_0000156.jpg,0
Hand_0000157.jpg,0
Hand_0000158.jpg,0
Hand_0000159.jpg,0
Hand_0000160.jpg,0
Hand_0000161.jpg,0
Hand_0000162.jpg,0
Hand_0000163.jpg,0
Hand_0000164.jpg,0
Hand_0000165.jpg,0
Hand_0000166.jpg,0
Hand_0000167.jpg,0
Hand_0000169.jpg,0
Hand_0000170.jpg,0
Hand_0000171.jpg,0
Hand_0000173.jpg,0
Hand_0000174.jpg,0
Hand_0000175.jpg,0
Hand_0000176.jpg,0
Hand_0000177.jpg,0
Hand_0000178.jpg,0
Hand_0000179.jpg,0
Hand_0000180.jpg,0
Hand_0000182.jpg,0
Hand_0000183.jpg,0
Hand_0000184.jpg,0
Hand_0000185.jpg,0
Hand_0000186.jpg,0
Hand_0000187.jpg,0
Hand_0000195.jpg,0
Hand_0000196.jpg,0
Hand_0000197.jpg,0
Hand_0000198.jpg,0
Hand_0000199.jpg,0
Hand_0000200.jpg,0
Hand_0000201.jpg,0
Hand_0000202.jpg,0
Hand_0000203.jpg,1
Hand_0000204.jpg,1
Hand_0000205.jpg,1
Hand_0000206.jpg,1
Hand_0000207.jpg,1
Hand_0000208.jpg,1
Hand_0000209.jpg,1
Hand_0000210.jpg,1
Hand_0000211.jpg,1
Hand_0000212.jpg,1
Hand_0000213.jpg,1
Hand_0000214.jpg,1
Hand_0000215.jpg,1
Hand_0000216.jpg,1
Hand_0000217.jpg,0
Hand_0000218.jpg,0
Hand_0000219.jpg,0
Hand_0000220.jpg,0
Hand_0000221.jpg,0
Hand_0000223.jpg,0
Hand_0000224.jpg,0
Hand_0000225.jpg,0
Hand_0000226.jpg,0
Hand_0000227.jpg,0
Hand_0000228.jpg,0
Hand_0000229.jpg,0
Hand_0000230.jpg,0
Hand_0000231.jpg,0
Hand_0000232.jpg,0
Hand_0000233.jpg,0
Hand_0000234.jpg,0
Hand_0000235.jpg,0
Hand_0000236.jpg,0
Hand_0000237.jpg,0
Hand_0000238.jpg,0
Hand_0000239.jpg,0
Hand_0000240.jpg,0
Hand_0000241.jpg,0
Hand_0000242.jpg,0
Hand_0000243.jpg,0
Hand_0000244.jpg,0
Hand_0000245.jpg,0
Hand_0000246.jpg,0
Hand_0000248.jpg,0
Hand_0000249.jpg,0
Hand_0000250.jpg,0
Hand_0000251.jpg,0
Hand_0000252.jpg,0
Hand_0000253.jpg,0
Hand_0000254.jpg,0
Hand_0000255.jpg,0
Hand_0000256.jpg,0
Hand_0000257.jpg,0
Hand_0000258.jpg,0
Hand_0000259.jpg,1
Hand_0000260.jpg,1
Hand_0000261.jpg,1
Hand_0000262.jpg,1
Hand_0000263.jpg,1
Hand_0000264.jpg,1
Hand_0000265.jpg,1
Hand_0000266.jpg,1
Hand_0000267.jpg,1
Hand_0000268.jpg,1
Hand_0000269.jpg,1
Hand_0000270.jpg,1
Hand_0000271.jpg,1
Hand_0000397.jpg,1
Hand_0000398.jpg,1
Hand_0000399.jpg,1
Hand_0000400.jpg,1
Hand_0000401.jpg,1
Hand_0000402.jpg,1
Hand_0000403.jpg,1
Hand_0000404.jpg,1
Hand_0000405.jpg,1
Hand_0000406.jpg,1
Hand_0000407.jpg,1
Hand_0000408.jpg,1
Hand_0000410.jpg,1
Hand_0000411.jpg,1
Hand_0000412.jpg,1
Hand_0000413.jpg,1
Hand_0000414.jpg,1
Hand_0000415.jpg,1
Hand_0000443.jpg,1
Hand_0000444.jpg,1
Hand_0000445.jpg,1
Hand_0000446.jpg,1
Hand_0000447.jpg,1
Hand_0000448.jpg,1
Hand_0000449.jpg,1
Hand_0000450.jpg,1
Hand_0000451.jpg,1
Hand_0000452.jpg,1
Hand_0000482.jpg,1
Hand_0000483.jpg,1
Hand_0000484.jpg,1
Hand_0000485.jpg,1
Hand_0000486.jpg,1
Hand_0000488.jpg,1
Hand_0000490.jpg,1
Hand_0000491.jpg,1
Hand_0000492.jpg,1
Hand_0000493.jpg,1
Hand_0000494.jpg,1
Hand_0000495.jpg,1
Hand_0000496.jpg,1
Hand_0000497.jpg,1
Hand_0000498.jpg,1
Hand_0000499.jpg,1
Hand_0000500.jpg,1
Hand_0000501.jpg,1
Hand_0000502.jpg,1
Hand_0000503.jpg,1
Hand_0000504.jpg,1
Hand_0000505.jpg,1
Hand_0000559.jpg,1
Hand_0000560.jpg,1
Hand_0000561.jpg,1
Hand_0000562.jpg,1
Hand_0000563.jpg,1
Hand_0000564.jpg,1
Hand_0000565.jpg,1
Hand_0000566.jpg,1
Hand_0000567.jpg,1
Hand_0000568.jpg,1
Hand_0000569.jpg,1
Hand_0000570.jpg,1
Hand_0000643.jpg,1
Hand_0000644.jpg,1
Hand_0000645.jpg,1
Hand_0000646.jpg,1
Hand_0000647.jpg,1
Hand_0000648.jpg,1
Hand_0000649.jpg,1
Hand_0000650.jpg,1
Hand_0000651.jpg,1
Hand_0000652.jpg,1
Hand_0000653.jpg,1
Hand_0000654.jpg,1
Hand_0000655.jpg,1
Hand_0000656.jpg,1
Hand_0000840.jpg,1
Hand_0000841.jpg,1
Hand_0000842.jpg,1
Hand_0000843.jpg,1
Hand_0000844.jpg,1
Hand_0000845.jpg,1
Hand_0000846.jpg,1
Hand_0000847.jpg,1
Hand_0000849.jpg,1
Hand_0000850.jpg,1
Hand_0000851.jpg,1
Hand_0000852.jpg,1
Hand_0000895.jpg,1
Hand_0000896.jpg,1
Hand_0000897.jpg,1
Hand_0000898.jpg,1
Hand_0000899.jpg,1
Hand_0000900.jpg,1
Hand_0000901.jpg,1
Hand_0000902.jpg,1
Hand_0000903.jpg,1
Hand_0000904.jpg,1
Hand_0000905.jpg,1
Hand_0000906.jpg,1
Hand_0000907.jpg,1
Hand_0000908.jpg,1
Hand_0000909.jpg,1
Hand_0000910.jpg,1
Hand_0000911.jpg,1
Hand_0000912.jpg,1
Hand_0000928.jpg,1
Hand_0000929.jpg,1
Hand_0000930.jpg,1
Hand_0000931.jpg,1
Hand_0000932.jpg,1
Hand_0000933.jpg,1
Hand_0000934.jpg,1
Hand_0000935.jpg,1
Hand_0000936.jpg,1
Hand_0000937.jpg,1
Hand_0000938.jpg,1
